node1ID node2ID branchID x1 y1 z1 x2 y2 z2 radius length R G B time type 
24954 24955 6277 5.2742 -7.1785 -19.6186 5.1345 -6.8392 -19.7099 0.0281 0.3781 0.5490 0.4902 0.1569 8.5173 2.0000 
24955 24956 6277 5.1345 -6.8392 -19.7099 4.9877 -6.4845 -19.8047 0.0281 0.3954 0.5490 0.4902 0.1569 9.3625 2.0000 
24956 24957 6277 4.9877 -6.4845 -19.8047 4.7052 -6.2193 -19.8185 0.0281 0.3877 0.5490 0.4902 0.1569 15.3600 2.0000 
24952 24958 6278 5.5379 -7.8271 -19.3860 5.4715 -7.8467 -19.4582 0.0219 0.1000 0.6275 0.5882 0.1176 7.7776 3.0000 
24958 24959 6278 5.4715 -7.8467 -19.4582 5.3980 -7.8613 -19.5244 0.0219 0.1000 0.6275 0.5882 0.1176 7.8572 3.0000 
24959 24960 6278 5.3980 -7.8613 -19.5244 5.3235 -7.8712 -19.5904 0.0219 0.1000 0.6275 0.5882 0.1176 7.9893 3.0000 
24960 24961 6278 5.3235 -7.8712 -19.5904 5.2534 -7.8785 -19.6613 0.0219 0.1000 0.6275 0.5882 0.1176 8.4776 3.0000 
24961 24962 6278 5.2534 -7.8785 -19.6613 5.2464 -7.8791 -19.6686 0.0219 0.0101 0.6275 0.5882 0.1176 9.1331 3.0000 
24953 24963 6279 5.4014 -7.5062 -19.5600 5.3068 -7.5374 -19.5679 0.0200 0.1000 0.6275 0.5882 0.1176 8.1365 3.0000 
24963 24964 6279 5.3068 -7.5374 -19.5679 5.2131 -7.5699 -19.5808 0.0200 0.1000 0.6275 0.5882 0.1176 8.2192 3.0000 
24964 24965 6279 5.2131 -7.5699 -19.5808 5.1199 -7.6028 -19.5959 0.0200 0.1000 0.6275 0.5882 0.1176 8.3651 3.0000 
24965 24966 6279 5.1199 -7.6028 -19.5959 5.0367 -7.6345 -19.6133 0.0200 0.0907 0.6275 0.5882 0.1176 9.4336 3.0000 
24954 24967 6280 5.2742 -7.1785 -19.6186 5.2898 -7.1480 -19.5246 0.0202 0.1000 0.6275 0.5882 0.1176 8.5895 3.0000 
24967 24968 6280 5.2898 -7.1480 -19.5246 5.3064 -7.1233 -19.4291 0.0202 0.1000 0.6275 0.5882 0.1176 8.6632 3.0000 
24968 24969 6280 5.3064 -7.1233 -19.4291 5.3315 -7.1030 -19.3345 0.0202 0.1000 0.6275 0.5882 0.1176 8.7842 3.0000 
24969 24970 6280 5.3315 -7.1030 -19.3345 5.3646 -7.0884 -19.2413 0.0202 0.1000 0.6275 0.5882 0.1176 9.1860 3.0000 
24970 24971 6280 5.3646 -7.0884 -19.2413 5.3693 -7.0860 -19.2282 0.0202 0.0141 0.6275 0.5882 0.1176 9.8647 3.0000 
24955 24972 6281 5.1345 -6.8392 -19.7099 5.0913 -6.8012 -19.6281 0.0166 0.1000 0.6275 0.5882 0.1176 9.4070 3.0000 
24972 24973 6281 5.0913 -6.8012 -19.6281 5.0441 -6.7617 -19.5493 0.0166 0.1000 0.6275 0.5882 0.1176 9.4911 3.0000 
24973 24974 6281 5.0441 -6.7617 -19.5493 4.9915 -6.7068 -19.4843 0.0166 0.1000 0.6275 0.5882 0.1176 9.6322 3.0000 
24974 24975 6281 4.9915 -6.7068 -19.4843 4.9280 -6.6507 -19.4312 0.0166 0.1000 0.6275 0.5882 0.1176 10.2404 3.0000 
24975 24976 6281 4.9280 -6.6507 -19.4312 4.9242 -6.6473 -19.4280 0.0166 0.0061 0.6275 0.5882 0.1176 10.8145 3.0000 
24283 24977 6283 5.6078 -7.9163 -19.8078 5.9959 -8.0686 -20.1622 0.0296 0.5472 0.5490 0.4902 0.1569 9.6317 2.0000 
24285 24978 6284 5.5750 -7.8297 -20.4086 5.7962 -7.4287 -20.8099 0.0257 0.6089 0.5490 0.4902 0.1569 9.8934 2.0000 
24287 24979 6285 5.5829 -7.7790 -21.0534 5.3481 -7.6519 -21.0859 0.0343 0.2689 0.5490 0.4902 0.1569 7.9210 2.0000 
24979 24980 6285 5.3481 -7.6519 -21.0859 5.0413 -7.4814 -21.1531 0.0343 0.3574 0.5490 0.4902 0.1569 8.1255 2.0000 
24980 24981 6285 5.0413 -7.4814 -21.1531 4.7026 -7.2769 -21.2081 0.0343 0.3994 0.5490 0.4902 0.1569 8.3875 2.0000 
24981 24982 6285 4.7026 -7.2769 -21.2081 4.3395 -7.1300 -21.1573 0.0343 0.3950 0.5490 0.4902 0.1569 8.6936 2.0000 
24982 24983 6285 4.3395 -7.1300 -21.1573 3.9894 -6.9692 -21.1364 0.0343 0.3858 0.5490 0.4902 0.1569 9.0574 2.0000 
24983 24984 6285 3.9894 -6.9692 -21.1364 3.6075 -6.8256 -21.1042 0.0343 0.4092 0.5490 0.4902 0.1569 9.5533 2.0000 
24984 24985 6285 3.6075 -6.8256 -21.1042 3.2570 -6.7755 -20.9748 0.0343 0.3770 0.5490 0.4902 0.1569 10.1889 2.0000 
24985 24986 6285 3.2570 -6.7755 -20.9748 2.8892 -6.7217 -20.8383 0.0343 0.3959 0.5490 0.4902 0.1569 11.2868 2.0000 
24986 24987 6285 2.8892 -6.7217 -20.8383 2.5144 -6.7355 -20.7085 0.0343 0.3970 0.5490 0.4902 0.1569 15.3600 2.0000 
24979 24988 6286 5.3481 -7.6519 -21.0859 5.3062 -7.6357 -20.9966 0.0175 0.1000 0.6275 0.5882 0.1176 8.2318 3.0000 
24988 24989 6286 5.3062 -7.6357 -20.9966 5.2554 -7.6129 -20.9135 0.0175 0.1000 0.6275 0.5882 0.1176 8.3103 3.0000 
24989 24990 6286 5.2554 -7.6129 -20.9135 5.2092 -7.5890 -20.8281 0.0175 0.1000 0.6275 0.5882 0.1176 8.4354 3.0000 
24990 24991 6286 5.2092 -7.5890 -20.8281 5.1657 -7.5607 -20.7426 0.0175 0.1000 0.6275 0.5882 0.1176 8.7722 3.0000 
24991 24992 6286 5.1657 -7.5607 -20.7426 5.1559 -7.5532 -20.7195 0.0175 0.0262 0.6275 0.5882 0.1176 9.6553 3.0000 
24980 24993 6287 5.0413 -7.4814 -21.1531 5.0051 -7.5031 -21.2438 0.0206 0.1000 0.6275 0.5882 0.1176 8.4756 3.0000 
24993 24994 6287 5.0051 -7.5031 -21.2438 4.9782 -7.5309 -21.3360 0.0206 0.1000 0.6275 0.5882 0.1176 8.5597 3.0000 
24994 24995 6287 4.9782 -7.5309 -21.3360 4.9491 -7.5602 -21.4271 0.0206 0.1000 0.6275 0.5882 0.1176 8.6947 3.0000 
24995 24996 6287 4.9491 -7.5602 -21.4271 4.9280 -7.5892 -21.5205 0.0206 0.1000 0.6275 0.5882 0.1176 9.0730 3.0000 
24996 24997 6287 4.9280 -7.5892 -21.5205 4.9233 -7.5958 -21.5424 0.0206 0.0234 0.6275 0.5882 0.1176 9.9849 3.0000 
24981 24998 6288 4.7026 -7.2769 -21.2081 4.7150 -7.2017 -21.1434 0.0206 0.1000 0.6275 0.5882 0.1176 8.7965 3.0000 
24998 24999 6288 4.7150 -7.2017 -21.1434 4.7267 -7.1272 -21.0777 0.0206 0.1000 0.6275 0.5882 0.1176 8.8923 3.0000 
24999 25000 6288 4.7267 -7.1272 -21.0777 4.7292 -7.0473 -21.0176 0.0206 0.1000 0.6275 0.5882 0.1176 9.0618 3.0000 
25000 25001 6288 4.7292 -7.0473 -21.0176 4.7328 -6.9767 -20.9631 0.0206 0.0893 0.6275 0.5882 0.1176 10.2887 3.0000 
24982 25002 6289 4.3395 -7.1300 -21.1573 4.2945 -7.1579 -21.2421 0.0164 0.1000 0.6275 0.5882 0.1176 9.1670 3.0000 
25002 25003 6289 4.2945 -7.1579 -21.2421 4.2636 -7.1872 -21.3326 0.0164 0.1000 0.6275 0.5882 0.1176 9.2455 3.0000 
25003 25004 6289 4.2636 -7.1872 -21.3326 4.2308 -7.2191 -21.4215 0.0164 0.1000 0.6275 0.5882 0.1176 9.3838 3.0000 
25004 25005 6289 4.2308 -7.2191 -21.4215 4.2096 -7.2400 -21.5074 0.0164 0.0909 0.6275 0.5882 0.1176 10.3994 3.0000 
24983 25006 6290 3.9894 -6.9692 -21.1364 3.9613 -7.0181 -21.0538 0.0184 0.1000 0.6275 0.5882 0.1176 9.6834 3.0000 
25006 25007 6290 3.9613 -7.0181 -21.0538 3.9439 -7.0746 -20.9732 0.0184 0.1000 0.6275 0.5882 0.1176 9.8127 3.0000 
25007 25008 6290 3.9439 -7.0746 -20.9732 3.9169 -7.1304 -20.8947 0.0184 0.1000 0.6275 0.5882 0.1176 10.0391 3.0000 
25008 25009 6290 3.9169 -7.1304 -20.8947 3.8871 -7.1845 -20.8259 0.0184 0.0925 0.6275 0.5882 0.1176 11.7264 3.0000 
24984 25010 6291 3.6075 -6.8256 -21.1042 3.6410 -6.7761 -21.0240 0.0195 0.1000 0.6275 0.5882 0.1176 10.3689 3.0000 
25010 25011 6291 3.6410 -6.7761 -21.0240 3.6737 -6.7228 -20.9459 0.0195 0.1000 0.6275 0.5882 0.1176 10.4431 3.0000 
25011 25012 6291 3.6737 -6.7228 -20.9459 3.7099 -6.6691 -20.8698 0.0195 0.1000 0.6275 0.5882 0.1176 10.5677 3.0000 
25012 25013 6291 3.7099 -6.6691 -20.8698 3.7504 -6.6096 -20.8003 0.0195 0.1000 0.6275 0.5882 0.1176 11.0962 3.0000 
25013 25014 6291 3.7504 -6.6096 -20.8003 3.7528 -6.6057 -20.7959 0.0195 0.0064 0.6275 0.5882 0.1176 11.6140 3.0000 
24985 25015 6292 3.2570 -6.7755 -20.9748 3.2701 -6.6997 -20.9109 0.0191 0.1000 0.6275 0.5882 0.1176 11.5063 3.0000 
25015 25016 6292 3.2701 -6.6997 -20.9109 3.2911 -6.6238 -20.8492 0.0191 0.1000 0.6275 0.5882 0.1176 11.5809 3.0000 
25016 25017 6292 3.2911 -6.6238 -20.8492 3.3087 -6.5422 -20.7942 0.0191 0.1000 0.6275 0.5882 0.1176 11.7155 3.0000 
25017 25018 6292 3.3087 -6.5422 -20.7942 3.3311 -6.4689 -20.7581 0.0191 0.0847 0.6275 0.5882 0.1176 12.6458 3.0000 
24289 25019 6294 5.5685 -7.8161 -21.5866 5.6843 -7.8137 -21.6401 0.0320 0.1276 0.5490 0.4902 0.1569 7.9835 2.0000 
25019 25020 6294 5.6843 -7.8137 -21.6401 6.0435 -7.6916 -21.8553 0.0320 0.4362 0.5490 0.4902 0.1569 8.2049 2.0000 
25020 25021 6294 6.0435 -7.6916 -21.8553 6.3894 -7.6980 -22.0768 0.0320 0.4107 0.5490 0.4902 0.1569 8.4598 2.0000 
25021 25022 6294 6.3894 -7.6980 -22.0768 6.6975 -7.6995 -22.4198 0.0320 0.4611 0.5490 0.4902 0.1569 8.8325 2.0000 
25022 25023 6294 6.6975 -7.6995 -22.4198 7.0024 -7.7284 -22.7010 0.0320 0.4158 0.5490 0.4902 0.1569 9.3141 2.0000 
25023 25024 6294 7.0024 -7.7284 -22.7010 7.2888 -7.7026 -23.0402 0.0320 0.4447 0.5490 0.4902 0.1569 10.2288 2.0000 
25024 25025 6294 7.2888 -7.7026 -23.0402 7.5256 -7.6972 -23.3299 0.0320 0.3742 0.5490 0.4902 0.1569 15.3600 2.0000 
25019 25026 6295 5.6843 -7.8137 -21.6401 5.7719 -7.8231 -21.5928 0.0204 0.1000 0.6275 0.5882 0.1176 8.2216 3.0000 
25026 25027 6295 5.7719 -7.8231 -21.5928 5.8605 -7.8340 -21.5478 0.0204 0.1000 0.6275 0.5882 0.1176 8.2902 3.0000 
25027 25028 6295 5.8605 -7.8340 -21.5478 5.9472 -7.8548 -21.5024 0.0204 0.1000 0.6275 0.5882 0.1176 8.4099 3.0000 
25028 25029 6295 5.9472 -7.8548 -21.5024 6.0259 -7.8714 -21.4552 0.0204 0.0933 0.6275 0.5882 0.1176 9.3088 3.0000 
25020 25030 6296 6.0435 -7.6916 -21.8553 6.0005 -7.6323 -21.9234 0.0199 0.1000 0.6275 0.5882 0.1176 8.4931 3.0000 
25030 25031 6296 6.0005 -7.6323 -21.9234 5.9588 -7.5820 -21.9991 0.0199 0.1000 0.6275 0.5882 0.1176 8.5723 3.0000 
25031 25032 6296 5.9588 -7.5820 -21.9991 5.9202 -7.5319 -22.0766 0.0199 0.1000 0.6275 0.5882 0.1176 8.7151 3.0000 
25032 25033 6296 5.9202 -7.5319 -22.0766 5.8890 -7.4888 -22.1418 0.0199 0.0842 0.6275 0.5882 0.1176 9.6986 3.0000 
25021 25034 6297 6.3894 -7.6980 -22.0768 6.3842 -7.7687 -22.1473 0.0189 0.1000 0.6275 0.5882 0.1176 8.8123 3.0000 
25034 25035 6297 6.3842 -7.7687 -22.1473 6.3820 -7.8386 -22.2188 0.0189 0.1000 0.6275 0.5882 0.1176 8.8877 3.0000 
25035 25036 6297 6.3820 -7.8386 -22.2188 6.3796 -7.9123 -22.2864 0.0189 0.1000 0.6275 0.5882 0.1176 9.0073 3.0000 
25036 25037 6297 6.3796 -7.9123 -22.2864 6.3813 -7.9753 -22.3640 0.0189 0.1000 0.6275 0.5882 0.1176 9.3212 3.0000 
25037 25038 6297 6.3813 -7.9753 -22.3640 6.3822 -7.9934 -22.3857 0.0189 0.0283 0.6275 0.5882 0.1176 10.1913 3.0000 
25022 25039 6298 6.6975 -7.6995 -22.4198 6.6652 -7.6550 -22.5033 0.0166 0.1000 0.6275 0.5882 0.1176 9.3134 3.0000 
25039 25040 6298 6.6652 -7.6550 -22.5033 6.6249 -7.6211 -22.5883 0.0166 0.1000 0.6275 0.5882 0.1176 9.3863 3.0000 
25040 25041 6298 6.6249 -7.6211 -22.5883 6.5845 -7.5834 -22.6717 0.0166 0.1000 0.6275 0.5882 0.1176 9.5187 3.0000 
25041 25042 6298 6.5845 -7.5834 -22.6717 6.5516 -7.5510 -22.7405 0.0166 0.0829 0.6275 0.5882 0.1176 10.4182 3.0000 
25023 25043 6299 7.0024 -7.7284 -22.7010 7.0200 -7.8190 -22.7395 0.0206 0.1000 0.6275 0.5882 0.1176 10.0933 3.0000 
25043 25044 6299 7.0200 -7.8190 -22.7395 7.0255 -7.9100 -22.7806 0.0206 0.1000 0.6275 0.5882 0.1176 10.1697 3.0000 
25044 25045 6299 7.0255 -7.9100 -22.7806 7.0525 -7.9973 -22.8213 0.0206 0.1000 0.6275 0.5882 0.1176 10.3115 3.0000 
25045 25046 6299 7.0525 -7.9973 -22.8213 7.0822 -8.0618 -22.8522 0.0206 0.0775 0.6275 0.5882 0.1176 11.2225 3.0000 
24291 25047 6301 5.5647 -7.7874 -22.1738 5.4266 -7.6438 -22.1788 0.0274 0.1993 0.5490 0.4902 0.1569 8.2033 2.0000 
25047 25048 6301 5.4266 -7.6438 -22.1788 5.0584 -7.3852 -22.2262 0.0274 0.4524 0.5490 0.4902 0.1569 10.3013 2.0000 
25047 25049 6302 5.4266 -7.6438 -22.1788 5.3570 -7.6606 -22.2486 0.0164 0.1000 0.6275 0.5882 0.1176 10.3659 3.0000 
25049 25050 6302 5.3570 -7.6606 -22.2486 5.2837 -7.6939 -22.3080 0.0164 0.1000 0.6275 0.5882 0.1176 10.4545 3.0000 
25050 25051 6302 5.2837 -7.6939 -22.3080 5.2108 -7.7280 -22.3673 0.0164 0.1000 0.6275 0.5882 0.1176 10.5960 3.0000 
25051 25052 6302 5.2108 -7.7280 -22.3673 5.1409 -7.7708 -22.4246 0.0164 0.1000 0.6275 0.5882 0.1176 10.9814 3.0000 
25052 25053 6302 5.1409 -7.7708 -22.4246 5.1241 -7.7832 -22.4389 0.0164 0.0254 0.6275 0.5882 0.1176 11.9675 3.0000 
24293 25054 6303 5.5583 -7.7567 -22.7899 5.4156 -8.3026 -22.7677 0.0300 0.5647 0.5490 0.4902 0.1569 10.3628 2.0000 
24295 25055 6304 5.5628 -7.7471 -23.4839 5.7793 -7.8177 -23.5432 0.0369 0.2353 0.5490 0.4902 0.1569 8.5878 2.0000 
25055 25056 6304 5.7793 -7.8177 -23.5432 6.1763 -7.9007 -23.7128 0.0369 0.4397 0.5490 0.4902 0.1569 8.9292 2.0000 
25056 25057 6304 6.1763 -7.9007 -23.7128 6.5165 -7.8390 -23.8132 0.0369 0.3600 0.5490 0.4902 0.1569 9.3886 2.0000 
25057 25058 6304 6.5165 -7.8390 -23.8132 6.9591 -7.8022 -23.9371 0.0369 0.4611 0.5490 0.4902 0.1569 13.9530 2.0000 
25055 25059 6305 5.7793 -7.8177 -23.5432 5.8529 -7.7500 -23.5452 0.0159 0.1000 0.6275 0.5882 0.1176 9.0024 3.0000 
25059 25060 6305 5.8529 -7.7500 -23.5452 5.9306 -7.6885 -23.5584 0.0159 0.1000 0.6275 0.5882 0.1176 9.0771 3.0000 
25060 25061 6305 5.9306 -7.6885 -23.5584 6.0110 -7.6295 -23.5658 0.0159 0.1000 0.6275 0.5882 0.1176 9.2118 3.0000 
25061 25062 6305 6.0110 -7.6295 -23.5658 6.0828 -7.5859 -23.5691 0.0159 0.0841 0.6275 0.5882 0.1176 10.1389 3.0000 
25056 25063 6306 6.1763 -7.9007 -23.7128 6.1372 -7.9299 -23.8000 0.0235 0.1000 0.6275 0.5882 0.1176 9.6611 3.0000 
25063 25064 6306 6.1372 -7.9299 -23.8000 6.0960 -7.9574 -23.8869 0.0235 0.1000 0.6275 0.5882 0.1176 9.7618 3.0000 
25064 25065 6306 6.0960 -7.9574 -23.8869 6.0642 -7.9645 -23.9815 0.0235 0.1000 0.6275 0.5882 0.1176 9.9158 3.0000 
25065 25066 6306 6.0642 -7.9645 -23.9815 6.0432 -7.9807 -24.0779 0.0235 0.1000 0.6275 0.5882 0.1176 10.2566 3.0000 
25066 25067 6306 6.0432 -7.9807 -24.0779 6.0327 -7.9866 -24.1223 0.0235 0.0460 0.6275 0.5882 0.1176 11.6254 3.0000 
25057 25068 6307 6.5165 -7.8390 -23.8132 6.5365 -7.8462 -23.9110 0.0201 0.1000 0.6275 0.5882 0.1176 14.0136 3.0000 
25068 25069 6307 6.5365 -7.8462 -23.9110 6.5659 -7.8556 -24.0061 0.0201 0.1000 0.6275 0.5882 0.1176 14.1004 3.0000 
25069 25070 6307 6.5659 -7.8556 -24.0061 6.5803 -7.8791 -24.1022 0.0201 0.1000 0.6275 0.5882 0.1176 14.2553 3.0000 
25070 25071 6307 6.5803 -7.8791 -24.1022 6.5845 -7.8877 -24.1887 0.0201 0.0870 0.6275 0.5882 0.1176 15.3557 3.0000 
24297 25072 6308 5.5748 -7.7649 -24.1271 5.5778 -7.5605 -24.2157 0.0294 0.2228 0.5490 0.4902 0.1569 8.7520 2.0000 
25072 25073 6308 5.5778 -7.5605 -24.2157 5.5647 -7.2065 -24.3622 0.0294 0.3834 0.5490 0.4902 0.1569 9.0022 2.0000 
25073 25074 6308 5.5647 -7.2065 -24.3622 5.6015 -6.8876 -24.4789 0.0294 0.3416 0.5490 0.4902 0.1569 9.3113 2.0000 
25074 25075 6308 5.6015 -6.8876 -24.4789 5.6496 -6.5069 -24.6214 0.0294 0.4093 0.5490 0.4902 0.1569 9.9453 2.0000 
25075 25076 6308 5.6496 -6.5069 -24.6214 5.6841 -6.1643 -24.7533 0.0294 0.3688 0.5490 0.4902 0.1569 14.5064 2.0000 
25072 25077 6309 5.5778 -7.5605 -24.2157 5.4845 -7.5306 -24.2360 0.0238 0.1000 0.6275 0.5882 0.1176 9.0481 3.0000 
25077 25078 6309 5.4845 -7.5306 -24.2360 5.3924 -7.5014 -24.2614 0.0238 0.1000 0.6275 0.5882 0.1176 9.1267 3.0000 
25078 25079 6309 5.3924 -7.5014 -24.2614 5.3040 -7.4754 -24.3004 0.0238 0.1000 0.6275 0.5882 0.1176 9.2574 3.0000 
25079 25080 6309 5.3040 -7.4754 -24.3004 5.2171 -7.4468 -24.3409 0.0238 0.1000 0.6275 0.5882 0.1176 9.7502 3.0000 
25080 25081 6309 5.2171 -7.4468 -24.3409 5.2089 -7.4440 -24.3448 0.0238 0.0095 0.6275 0.5882 0.1176 10.3835 3.0000 
25073 25082 6310 5.5647 -7.2065 -24.3622 5.5368 -7.2052 -24.4582 0.0193 0.1000 0.6275 0.5882 0.1176 9.3970 3.0000 
25082 25083 6310 5.5368 -7.2052 -24.4582 5.5161 -7.1945 -24.5554 0.0193 0.1000 0.6275 0.5882 0.1176 9.4744 3.0000 
25083 25084 6310 5.5161 -7.1945 -24.5554 5.4928 -7.1783 -24.6513 0.0193 0.1000 0.6275 0.5882 0.1176 9.6073 3.0000 
25084 25085 6310 5.4928 -7.1783 -24.6513 5.4688 -7.1594 -24.7449 0.0193 0.0984 0.6275 0.5882 0.1176 10.6518 3.0000 
25074 25086 6311 5.6015 -6.8876 -24.4789 5.5392 -6.8451 -24.5445 0.0210 0.1000 0.6275 0.5882 0.1176 9.9147 3.0000 
25086 25087 6311 5.5392 -6.8451 -24.5445 5.4742 -6.8008 -24.6062 0.0210 0.1000 0.6275 0.5882 0.1176 9.9924 3.0000 
25087 25088 6311 5.4742 -6.8008 -24.6062 5.4096 -6.7563 -24.6683 0.0210 0.1000 0.6275 0.5882 0.1176 10.1166 3.0000 
25088 25089 6311 5.4096 -6.7563 -24.6683 5.3588 -6.7164 -24.7446 0.0210 0.1000 0.6275 0.5882 0.1176 10.4559 3.0000 
25089 25090 6311 5.3588 -6.7164 -24.7446 5.3463 -6.7065 -24.7641 0.0210 0.0252 0.6275 0.5882 0.1176 11.3186 3.0000 
25075 25091 6312 5.6496 -6.5069 -24.6214 5.7410 -6.4903 -24.6584 0.0197 0.1000 0.6275 0.5882 0.1176 14.5561 3.0000 
25091 25092 6312 5.7410 -6.4903 -24.6584 5.8320 -6.4673 -24.6930 0.0197 0.1000 0.6275 0.5882 0.1176 14.6254 3.0000 
25092 25093 6312 5.8320 -6.4673 -24.6930 5.9152 -6.4494 -24.7455 0.0197 0.1000 0.6275 0.5882 0.1176 14.7408 3.0000 
25093 25094 6312 5.9152 -6.4494 -24.7455 6.0011 -6.4350 -24.7947 0.0197 0.1000 0.6275 0.5882 0.1176 15.1804 3.0000 
25094 25095 6312 6.0011 -6.4350 -24.7947 6.0061 -6.4341 -24.7975 0.0197 0.0058 0.6275 0.5882 0.1176 15.3600 3.0000 
24299 25096 6313 5.5775 -7.7789 -24.7616 5.7328 -7.6497 -24.8137 0.0290 0.2086 0.5490 0.4902 0.1569 8.9436 2.0000 
25096 25097 6313 5.7328 -7.6497 -24.8137 6.0632 -7.4108 -24.9193 0.0290 0.4212 0.5490 0.4902 0.1569 10.9816 2.0000 
25096 25098 6314 5.7328 -7.6497 -24.8137 5.6824 -7.5795 -24.8640 0.0207 0.1000 0.6275 0.5882 0.1176 11.0388 3.0000 
25098 25099 6314 5.6824 -7.5795 -24.8640 5.6322 -7.5093 -24.9143 0.0207 0.1000 0.6275 0.5882 0.1176 11.1215 3.0000 
25099 25100 6314 5.6322 -7.5093 -24.9143 5.5894 -7.4439 -24.9768 0.0207 0.1000 0.6275 0.5882 0.1176 11.2733 3.0000 
25100 25101 6314 5.5894 -7.4439 -24.9768 5.5554 -7.3983 -25.0331 0.0207 0.0800 0.6275 0.5882 0.1176 12.2751 3.0000 
24300 25102 6315 5.5640 -7.7590 -25.2580 5.6877 -8.2348 -25.6253 0.0309 0.6137 0.5490 0.4902 0.1569 10.9648 2.0000 
24302 25103 6316 5.5460 -7.7430 -25.8923 5.4199 -7.7344 -25.8910 0.0261 0.1265 0.5490 0.4902 0.1569 9.2174 2.0000 
25103 25104 6316 5.4199 -7.7344 -25.8910 5.0236 -7.7086 -25.8874 0.0261 0.3971 0.5490 0.4902 0.1569 9.4691 2.0000 
25104 25105 6316 5.0236 -7.7086 -25.8874 4.6615 -7.6950 -25.8978 0.0261 0.3625 0.5490 0.4902 0.1569 9.7886 2.0000 
25105 25106 6316 4.6615 -7.6950 -25.8978 4.2519 -7.7249 -25.9288 0.0261 0.4119 0.5490 0.4902 0.1569 10.4044 2.0000 
25106 25107 6316 4.2519 -7.7249 -25.9288 3.8795 -7.6731 -26.0397 0.0261 0.3920 0.5490 0.4902 0.1569 15.0877 2.0000 
25103 25108 6317 5.4199 -7.7344 -25.8910 5.3840 -7.6613 -25.8330 0.0201 0.1000 0.6275 0.5882 0.1176 9.5253 3.0000 
25108 25109 6317 5.3840 -7.6613 -25.8330 5.3432 -7.5865 -25.7805 0.0201 0.1000 0.6275 0.5882 0.1176 9.6065 3.0000 
25109 25110 6317 5.3432 -7.5865 -25.7805 5.3000 -7.5098 -25.7332 0.0201 0.1000 0.6275 0.5882 0.1176 9.7373 3.0000 
25110 25111 6317 5.3000 -7.5098 -25.7332 5.2595 -7.4313 -25.6864 0.0201 0.1000 0.6275 0.5882 0.1176 10.1125 3.0000 
25111 25112 6317 5.2595 -7.4313 -25.6864 5.2502 -7.4134 -25.6779 0.0201 0.0218 0.6275 0.5882 0.1176 10.9742 3.0000 
25104 25113 6318 5.0236 -7.7086 -25.8874 4.9907 -7.6419 -25.8205 0.0191 0.1000 0.6275 0.5882 0.1176 9.8789 3.0000 
25113 25114 6318 4.9907 -7.6419 -25.8205 4.9523 -7.5760 -25.7559 0.0191 0.1000 0.6275 0.5882 0.1176 9.9621 3.0000 
25114 25115 6318 4.9523 -7.5760 -25.7559 4.9222 -7.5077 -25.6893 0.0191 0.1000 0.6275 0.5882 0.1176 10.1200 3.0000 
25115 25116 6318 4.9222 -7.5077 -25.6893 4.9029 -7.4517 -25.6481 0.0191 0.0722 0.6275 0.5882 0.1176 11.0775 3.0000 
25105 25117 6319 4.6615 -7.6950 -25.8978 4.6181 -7.7373 -25.9773 0.0184 0.1000 0.6275 0.5882 0.1176 10.4174 3.0000 
25117 25118 6319 4.6181 -7.7373 -25.9773 4.5748 -7.7851 -26.0538 0.0184 0.1000 0.6275 0.5882 0.1176 10.4904 3.0000 
25118 25119 6319 4.5748 -7.7851 -26.0538 4.5280 -7.8309 -26.1294 0.0184 0.1000 0.6275 0.5882 0.1176 10.6098 3.0000 
25119 25120 6319 4.5280 -7.8309 -26.1294 4.4983 -7.8767 -26.2132 0.0184 0.1000 0.6275 0.5882 0.1176 10.9914 3.0000 
25120 25121 6319 4.4983 -7.8767 -26.2132 4.4937 -7.8839 -26.2265 0.0184 0.0159 0.6275 0.5882 0.1176 11.6900 3.0000 
25106 25122 6320 4.2519 -7.7249 -25.9288 4.2192 -7.7671 -26.0133 0.0212 0.1000 0.6275 0.5882 0.1176 15.1433 3.0000 
25122 25123 6320 4.2192 -7.7671 -26.0133 4.1882 -7.8114 -26.0974 0.0212 0.1000 0.6275 0.5882 0.1176 15.2221 3.0000 
25123 25124 6320 4.1882 -7.8114 -26.0974 4.1661 -7.8576 -26.1833 0.0212 0.1000 0.6275 0.5882 0.1176 15.3586 3.0000 
25124 25125 6320 4.1661 -7.8576 -26.1833 4.1659 -7.8580 -26.1839 0.0212 0.0007 0.6275 0.5882 0.1176 15.3600 3.0000 
24304 25126 6321 5.5204 -7.7684 -26.4042 5.5797 -8.3977 -26.5539 0.0259 0.6496 0.5490 0.4902 0.1569 11.4569 2.0000 
24306 25127 6322 5.4793 -7.7905 -27.0842 5.6370 -7.9202 -27.1826 0.0342 0.2267 0.5490 0.4902 0.1569 9.6302 2.0000 
25127 25128 6322 5.6370 -7.9202 -27.1826 5.8335 -8.1918 -27.4150 0.0342 0.4079 0.5490 0.4902 0.1569 9.9194 2.0000 
25128 25129 6322 5.8335 -8.1918 -27.4150 6.0073 -8.4409 -27.6230 0.0342 0.3682 0.5490 0.4902 0.1569 10.3758 2.0000 
25129 25130 6322 6.0073 -8.4409 -27.6230 6.1342 -8.6764 -27.8699 0.0342 0.3640 0.5490 0.4902 0.1569 14.0243 2.0000 
